epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
1,2.317961,0.100289,2.303093,0.0942,,
2,2.303267,0.097622,2.30369,0.0976,,
3,2.303368,0.099956,2.30329,0.1024,,
