experiment_id,sample_count,rating_count,high_disagreement_samples,evaluator_type,fluency_mean,fluency_std,fluency_ci95_low,fluency_ci95_high,imagery_mean,imagery_std,imagery_ci95_low,imagery_ci95_high,relevance_mean,relevance_std,relevance_ci95_low,relevance_ci95_high,structure_mean,structure_std,structure_ci95_low,structure_ci95_high,average
poetry1_causal,27,81,0,AI multi-rater simulated evaluation,2.432098765432099,0.688081964684046,2.28224980423424,2.581947726629958,2.6419753086419755,0.7633584016585631,2.475732812280777,2.808217805003174,3.2222222222222223,1.0954451150103321,2.98365861939775,3.4607858250466945,3.3333333333333335,1.161895003862225,3.0802984213811158,3.586368245285551,2.9074074074074074
poetry2_causal,27,81,0,AI multi-rater simulated evaluation,2.6296296296296298,0.7975657409336933,2.4559375349374033,2.8033217243218562,2.753086419753086,0.8144148850176252,2.5757249559048034,2.930447883601369,3.6049382716049383,1.1366509176708457,3.3574009606455095,3.852475582564367,3.617283950617284,0.9691220412642555,3.4062307060752905,3.8283371951592775,3.1512345679012346
poetry3_causal,27,81,0,AI multi-rater simulated evaluation,2.8641975308641974,0.6275564998419084,2.727529670898626,3.0008653908297687,3.0,0.7745966692414834,2.8313100586985214,3.1686899413014786,3.7160493827160495,1.0029278127217653,3.497633992389976,3.934464773042123,3.8518518518518516,0.8819171036881969,3.659789904826422,4.0439137988772815,3.3580246913580245
