author,train_sample_count,raw_weight,clipped_weight,sample_weight
麴信陵,6,0.40824829,0.40824829,3.17771523
李正封,6,0.40824829,0.40824829,3.17771523
鄭澣,6,0.40824829,0.40824829,3.17771523
劉孝孫,6,0.40824829,0.40824829,3.17771523
任希古,6,0.40824829,0.40824829,3.17771523
王起,6,0.40824829,0.40824829,3.17771523
柳公權,6,0.40824829,0.40824829,3.17771523
周匡物,6,0.40824829,0.40824829,3.17771523
李宣古,6,0.40824829,0.40824829,3.17771523
李玖,6,0.40824829,0.40824829,3.17771523
李沇,6,0.40824829,0.40824829,3.17771523
鄭準,6,0.40824829,0.40824829,3.17771523
于季子,6,0.40824829,0.40824829,3.17771523
湯悅,6,0.40824829,0.40824829,3.17771523
徐仲雅,6,0.40824829,0.40824829,3.17771523
丘光庭,6,0.40824829,0.40824829,3.17771523
卞震,6,0.40824829,0.40824829,3.17771523
張夫人,6,0.40824829,0.40824829,3.17771523
姚月華,6,0.40824829,0.40824829,3.17771523
鍾離權,6,0.40824829,0.40824829,3.17771523
伊用昌,6,0.40824829,0.40824829,3.17771523
春臺仙,6,0.40824829,0.40824829,3.17771523
蜀宮羣仙,6,0.40824829,0.40824829,3.17771523
元希聲,6,0.40824829,0.40824829,3.17771523
席豫,6,0.40824829,0.40824829,3.17771523
蔡希寂,6,0.40824829,0.40824829,3.17771523
崔十孃,6,0.40824829,0.40824829,3.17771523
何仙姑,6,0.40824829,0.40824829,3.17771523
張文徹,6,0.40824829,0.40824829,3.17771523
道怤,6,0.40824829,0.40824829,3.17771523
師備,6,0.40824829,0.40824829,3.17771523
省澄,6,0.40824829,0.40824829,3.17771523
王諲,6,0.40824829,0.40824829,3.17771523
宣宗皇帝,5,0.44721360,0.44721360,3.48101263
昭宗皇帝,5,0.44721360,0.44721360,3.48101263
後主衍,5,0.44721360,0.44721360,3.48101263
武則天,5,0.44721360,0.44721360,3.48101263
賈曾,5,0.44721360,0.44721360,3.48101263
厲玄,5,0.44721360,0.44721360,3.48101263
吳少微,5,0.44721360,0.44721360,3.48101263
徐九臯,5,0.44721360,0.44721360,3.48101263
樓頴,5,0.44721360,0.44721360,3.48101263
薛令之,5,0.44721360,0.44721360,3.48101263
王之渙,5,0.44721360,0.44721360,3.48101263
閻防,5,0.44721360,0.44721360,3.48101263
宋華,5,0.44721360,0.44721360,3.48101263
蔣冽,5,0.44721360,0.44721360,3.48101263
沈千運,5,0.44721360,0.44721360,3.48101263
張建封,5,0.44721360,0.44721360,3.48101263
周渭,5,0.44721360,0.44721360,3.48101263
王烈,5,0.44721360,0.44721360,3.48101263
崔元翰,5,0.44721360,0.44721360,3.48101263
徐敞,5,0.44721360,0.44721360,3.48101263
林藻,5,0.44721360,0.44721360,3.48101263
許稷,5,0.44721360,0.44721360,3.48101263
張彙,5,0.44721360,0.44721360,3.48101263
李程,5,0.44721360,0.44721360,3.48101263
李翱,5,0.44721360,0.44721360,3.48101263
馬異,5,0.44721360,0.44721360,3.48101263
楊嗣復,5,0.44721360,0.44721360,3.48101263
白行簡,5,0.44721360,0.44721360,3.48101263
王魯復,5,0.44721360,0.44721360,3.48101263
王鐸,5,0.44721360,0.44721360,3.48101263
裴諴,5,0.44721360,0.44721360,3.48101263
霍總,5,0.44721360,0.44721360,3.48101263
鄭綮,5,0.44721360,0.44721360,3.48101263
公乘億,5,0.44721360,0.44721360,3.48101263
李騭,5,0.44721360,0.44721360,3.48101263
張孜,5,0.44721360,0.44721360,3.48101263
徐晶,5,0.44721360,0.44721360,3.48101263
楊凝式,5,0.44721360,0.44721360,3.48101263
王嵒,5,0.44721360,0.44721360,3.48101263
韓熙載,5,0.44721360,0.44721360,3.48101263
廖匡圖,5,0.44721360,0.44721360,3.48101263
徐鍇,5,0.44721360,0.44721360,3.48101263
徐光溥,5,0.44721360,0.44721360,3.48101263
王元,5,0.44721360,0.44721360,3.48101263
馬逢,5,0.44721360,0.44721360,3.48101263
同谷子,5,0.44721360,0.44721360,3.48101263
趙氏,5,0.44721360,0.44721360,3.48101263
梁瓊,5,0.44721360,0.44721360,3.48101263
張琰,5,0.44721360,0.44721360,3.48101263
劉采春,5,0.44721360,0.44721360,3.48101263
史鳳,5,0.44721360,0.44721360,3.48101263
義淨,5,0.44721360,0.44721360,3.48101263
法照,5,0.44721360,0.44721360,3.48101263
護國,5,0.44721360,0.44721360,3.48101263
常達,5,0.44721360,0.44721360,3.48101263
僧鸞,5,0.44721360,0.44721360,3.48101263
修雅,5,0.44721360,0.44721360,3.48101263
慕幽,5,0.44721360,0.44721360,3.48101263
馬湘,5,0.44721360,0.44721360,3.48101263
明月潭龍女,5,0.44721360,0.44721360,3.48101263
王氏婦,5,0.44721360,0.44721360,3.48101263
張生妻,5,0.44721360,0.44721360,3.48101263
陳季卿,5,0.44721360,0.44721360,3.48101263
李貞白,5,0.44721360,0.44721360,3.48101263
殷遙,5,0.44721360,0.44721360,3.48101263
王琚,5,0.44721360,0.44721360,3.48101263
包融,5,0.44721360,0.44721360,3.48101263
王泠然,5,0.44721360,0.44721360,3.48101263
萬齊融,5,0.44721360,0.44721360,3.48101263
孫望輯錄,5,0.44721360,0.44721360,3.48101263
宣宗皇帝李忱,5,0.44721360,0.44721360,3.48101263
王孝廉,5,0.44721360,0.44721360,3.48101263
贊寧,5,0.44721360,0.44721360,3.48101263
伏牛上人,5,0.44721360,0.44721360,3.48101263
歸處訥,5,0.44721360,0.44721360,3.48101263
陶穀,5,0.44721360,0.44721360,3.48101263
法琳,5,0.44721360,0.44721360,3.48101263
太宗皇帝李世民,5,0.44721360,0.44721360,3.48101263
玄奘,5,0.44721360,0.44721360,3.48101263
明瓚,5,0.44721360,0.44721360,3.48101263
大義,5,0.44721360,0.44721360,3.48101263
法藏,5,0.44721360,0.44721360,3.48101263
崔覲,5,0.44721360,0.44721360,3.48101263
利蹤,5,0.44721360,0.44721360,3.48101263
林仙人,5,0.44721360,0.44721360,3.48101263
李存勗,5,0.44721360,0.44721360,3.48101263
項宗,5,0.44721360,0.44721360,3.48101263
沈頌,5,0.44721360,0.44721360,3.48101263
韓休,4,0.50000000,0.50000000,3.89189043
崔居儉、盧文紀,4,0.50000000,0.50000000,3.89189043
張循之,4,0.50000000,0.50000000,3.89189043
張易之,4,0.50000000,0.50000000,3.89189043
耿[湋],4,0.50000000,0.50000000,3.89189043
張柬之,4,0.50000000,0.50000000,3.89189043
辛弘智,4,0.50000000,0.50000000,3.89189043
李康成,4,0.50000000,0.50000000,3.89189043
王適,4,0.50000000,0.50000000,3.89189043
田娥,4,0.50000000,0.50000000,3.89189043
陸長源,4,0.50000000,0.50000000,3.89189043
褚朝陽,4,0.50000000,0.50000000,3.89189043
朱長文,4,0.50000000,0.50000000,3.89189043
陸贄,4,0.50000000,0.50000000,3.89189043
周存,4,0.50000000,0.50000000,3.89189043
奚賈,4,0.50000000,0.50000000,3.89189043
呂渭,4,0.50000000,0.50000000,3.89189043
陳存,4,0.50000000,0.50000000,3.89189043
皇甫澈,4,0.50000000,0.50000000,3.89189043
韋臯,4,0.50000000,0.50000000,3.89189043
崔子向,4,0.50000000,0.50000000,3.89189043
蕭祜,4,0.50000000,0.50000000,3.89189043
崔護,4,0.50000000,0.50000000,3.89189043
岑文本,4,0.50000000,0.50000000,3.89189043
陸敬,4,0.50000000,0.50000000,3.89189043
庾抱,4,0.50000000,0.50000000,3.89189043
劉禕之,4,0.50000000,0.50000000,3.89189043
裴次元,4,0.50000000,0.50000000,3.89189043
張仲方,4,0.50000000,0.50000000,3.89189043
張蕭遠,4,0.50000000,0.50000000,3.89189043
袁不約,4,0.50000000,0.50000000,3.89189043
楊收,4,0.50000000,0.50000000,3.89189043
趙璜,4,0.50000000,0.50000000,3.89189043
辛常伯,4,0.50000000,0.50000000,3.89189043
宋璟,4,0.50000000,0.50000000,3.89189043
韓仲宣,4,0.50000000,0.50000000,3.89189043
高瑾,4,0.50000000,0.50000000,3.89189043
林滋,4,0.50000000,0.50000000,3.89189043
張固,4,0.50000000,0.50000000,3.89189043
莫宣卿,4,0.50000000,0.50000000,3.89189043
鄭愚,4,0.50000000,0.50000000,3.89189043
袁郊,4,0.50000000,0.50000000,3.89189043
袁皓,4,0.50000000,0.50000000,3.89189043
李縠,4,0.50000000,0.50000000,3.89189043
鄭損,4,0.50000000,0.50000000,3.89189043
溫憲,4,0.50000000,0.50000000,3.89189043
孫偓,4,0.50000000,0.50000000,3.89189043
唐廩,4,0.50000000,0.50000000,3.89189043
張均,4,0.50000000,0.50000000,3.89189043
崔泰之,4,0.50000000,0.50000000,3.89189043
岑羲,4,0.50000000,0.50000000,3.89189043
劉知幾,4,0.50000000,0.50000000,3.89189043
盧頻,4,0.50000000,0.50000000,3.89189043
顏蕘,4,0.50000000,0.50000000,3.89189043
陳光,4,0.50000000,0.50000000,3.89189043
黃損,4,0.50000000,0.50000000,3.89189043
張衮,4,0.50000000,0.50000000,3.89189043
宋齊丘,4,0.50000000,0.50000000,3.89189043
李昉,4,0.50000000,0.50000000,3.89189043
廖凝,4,0.50000000,0.50000000,3.89189043
幸夤遜,4,0.50000000,0.50000000,3.89189043
狄煥,4,0.50000000,0.50000000,3.89189043
韓溉,4,0.50000000,0.50000000,3.89189043
紇干著,4,0.50000000,0.50000000,3.89189043
趙摶,4,0.50000000,0.50000000,3.89189043
周濆,4,0.50000000,0.50000000,3.89189043
姚揆,4,0.50000000,0.50000000,3.89189043
易思,4,0.50000000,0.50000000,3.89189043
唐備,4,0.50000000,0.50000000,3.89189043
賈彥璋,4,0.50000000,0.50000000,3.89189043
牛殳,4,0.50000000,0.50000000,3.89189043
薛馧,4,0.50000000,0.50000000,3.89189043
步非煙,4,0.50000000,0.50000000,3.89189043
崔萱,4,0.50000000,0.50000000,3.89189043
關盼盼,4,0.50000000,0.50000000,3.89189043
常浩,4,0.50000000,0.50000000,3.89189043
趙鸞鸞,4,0.50000000,0.50000000,3.89189043
元淳,4,0.50000000,0.50000000,3.89189043
可止,4,0.50000000,0.50000000,3.89189043
隱巒,4,0.50000000,0.50000000,3.89189043
吳越僧,4,0.50000000,0.50000000,3.89189043
雲臺峰五女仙,4,0.50000000,0.50000000,3.89189043
水府君,4,0.50000000,0.50000000,3.89189043
唐晅妻張氏,4,0.50000000,0.50000000,3.89189043
西施,4,0.50000000,0.50000000,3.89189043
裴諝,4,0.50000000,0.50000000,3.89189043
蕭頴士,4,0.50000000,0.50000000,3.89189043
張紹,4,0.50000000,0.50000000,3.89189043
文丙,4,0.50000000,0.50000000,3.89189043
後唐莊宗,4,0.50000000,0.50000000,3.89189043
鹿虔扆,4,0.50000000,0.50000000,3.89189043
朱千乘,4,0.50000000,0.50000000,3.89189043
尹懋,4,0.50000000,0.50000000,3.89189043
李迥秀,4,0.50000000,0.50000000,3.89189043
源乾曜,4,0.50000000,0.50000000,3.89189043
韋述,4,0.50000000,0.50000000,3.89189043
李泌,4,0.50000000,0.50000000,3.89189043
劉庭琦,4,0.50000000,0.50000000,3.89189043
沈如筠,4,0.50000000,0.50000000,3.89189043
王溥,4,0.50000000,0.50000000,3.89189043
慧超,4,0.50000000,0.50000000,3.89189043
孫望,4,0.50000000,0.50000000,3.89189043
李德谷,4,0.50000000,0.50000000,3.89189043
龔霖,4,0.50000000,0.50000000,3.89189043
王鼎,4,0.50000000,0.50000000,3.89189043
張巡,4,0.50000000,0.50000000,3.89189043
靈辯,4,0.50000000,0.50000000,3.89189043
智常,4,0.50000000,0.50000000,3.89189043
喬潭,4,0.50000000,0.50000000,3.89189043
崔玄真,4,0.50000000,0.50000000,3.89189043
玄宗皇帝李隆基,4,0.50000000,0.50000000,3.89189043
自在,4,0.50000000,0.50000000,3.89189043
空海,4,0.50000000,0.50000000,3.89189043
智真,4,0.50000000,0.50000000,3.89189043
宗亮,4,0.50000000,0.50000000,3.89189043
慧寂,4,0.50000000,0.50000000,3.89189043
通真道人,4,0.50000000,0.50000000,3.89189043
紹修,4,0.50000000,0.50000000,3.89189043
胡君防,4,0.50000000,0.50000000,3.89189043
曉巒,4,0.50000000,0.50000000,3.89189043
李斌,4,0.50000000,0.50000000,3.89189043
朱君緒,4,0.50000000,0.50000000,3.89189043
陶埴,4,0.50000000,0.50000000,3.89189043
法珍,4,0.50000000,0.50000000,3.89189043
崔興宗,4,0.50000000,0.50000000,3.89189043
劉灣,4,0.50000000,0.50000000,3.89189043
孫昌胤,4,0.50000000,0.50000000,3.89189043
楊貴妃,3,0.57735027,0.50000000,3.89189043
鮑氏君徽,3,0.57735027,0.50000000,3.89189043
吳越王錢鏐,3,0.57735027,0.50000000,3.89189043
盧懷慎,3,0.57735027,0.50000000,3.89189043
姜皎,3,0.57735027,0.50000000,3.89189043
劉晏,3,0.57735027,0.50000000,3.89189043
段文昌,3,0.57735027,0.50000000,3.89189043
馮伉,3,0.57735027,0.50000000,3.89189043
張薦,3,0.57735027,0.50000000,3.89189043
東方虯,3,0.57735027,0.50000000,3.89189043
王偃,3,0.57735027,0.50000000,3.89189043
杜頠,3,0.57735027,0.50000000,3.89189043
齊澣,3,0.57735027,0.50000000,3.89189043
閻寬,3,0.57735027,0.50000000,3.89189043
馮著,3,0.57735027,0.50000000,3.89189043
畢耀,3,0.57735027,0.50000000,3.89189043
苗晉卿,3,0.57735027,0.50000000,3.89189043
元季川,3,0.57735027,0.50000000,3.89189043
韓滉,3,0.57735027,0.50000000,3.89189043
韋夏卿,3,0.57735027,0.50000000,3.89189043
于良史,3,0.57735027,0.50000000,3.89189043
崔膺,3,0.57735027,0.50000000,3.89189043
馮宿,3,0.57735027,0.50000000,3.89189043
張佐,3,0.57735027,0.50000000,3.89189043
何兆,3,0.57735027,0.50000000,3.89189043
謝良輔,3,0.57735027,0.50000000,3.89189043
劉迥,3,0.57735027,0.50000000,3.89189043
李深,3,0.57735027,0.50000000,3.89189043
羊滔,3,0.57735027,0.50000000,3.89189043
謝勮,3,0.57735027,0.50000000,3.89189043
李吉甫,3,0.57735027,0.50000000,3.89189043
張聿,3,0.57735027,0.50000000,3.89189043
彭伉,3,0.57735027,0.50000000,3.89189043
姚康,3,0.57735027,0.50000000,3.89189043
滕潛,3,0.57735027,0.50000000,3.89189043
杜正倫,3,0.57735027,0.50000000,3.89189043
崔善爲,3,0.57735027,0.50000000,3.89189043
蕭翼,3,0.57735027,0.50000000,3.89189043
歐陽詢,3,0.57735027,0.50000000,3.89189043
元萬頃,3,0.57735027,0.50000000,3.89189043
胡元範,3,0.57735027,0.50000000,3.89189043
裴守真,3,0.57735027,0.50000000,3.89189043
杜易簡,3,0.57735027,0.50000000,3.89189043
魏元忠,3,0.57735027,0.50000000,3.89189043
周元範,3,0.57735027,0.50000000,3.89189043
劉猛,3,0.57735027,0.50000000,3.89189043
湛賁,3,0.57735027,0.50000000,3.89189043
周弘亮,3,0.57735027,0.50000000,3.89189043
陳翥,3,0.57735027,0.50000000,3.89189043
崔玄亮,3,0.57735027,0.50000000,3.89189043
王播,3,0.57735027,0.50000000,3.89189043
段弘古,3,0.57735027,0.50000000,3.89189043
宋濟,3,0.57735027,0.50000000,3.89189043
符載,3,0.57735027,0.50000000,3.89189043
張儼,3,0.57735027,0.50000000,3.89189043
孫叔向,3,0.57735027,0.50000000,3.89189043
劉皂,3,0.57735027,0.50000000,3.89189043
林傑,3,0.57735027,0.50000000,3.89189043
蘇郁,3,0.57735027,0.50000000,3.89189043
李播,3,0.57735027,0.50000000,3.89189043
鄭還古,3,0.57735027,0.50000000,3.89189043
朱晝,3,0.57735027,0.50000000,3.89189043
滕邁,3,0.57735027,0.50000000,3.89189043
滕倪,3,0.57735027,0.50000000,3.89189043
柳泌,3,0.57735027,0.50000000,3.89189043
何希堯,3,0.57735027,0.50000000,3.89189043
李餘,3,0.57735027,0.50000000,3.89189043
白敏中,3,0.57735027,0.50000000,3.89189043
楊乘,3,0.57735027,0.50000000,3.89189043
鄭史,3,0.57735027,0.50000000,3.89189043
崔知賢,3,0.57735027,0.50000000,3.89189043
祝元膺,3,0.57735027,0.50000000,3.89189043
譚銖,3,0.57735027,0.50000000,3.89189043
鄭顥,3,0.57735027,0.50000000,3.89189043
楊牢,3,0.57735027,0.50000000,3.89189043
封彥卿,3,0.57735027,0.50000000,3.89189043
張演,3,0.57735027,0.50000000,3.89189043
顏萱,3,0.57735027,0.50000000,3.89189043
鄭璧,3,0.57735027,0.50000000,3.89189043
顧在鎔,3,0.57735027,0.50000000,3.89189043
鄭啓,3,0.57735027,0.50000000,3.89189043
張敬忠,3,0.57735027,0.50000000,3.89189043
張昌宗,3,0.57735027,0.50000000,3.89189043
喬備,3,0.57735027,0.50000000,3.89189043
魏奉古,3,0.57735027,0.50000000,3.89189043
魏知古,3,0.57735027,0.50000000,3.89189043
富嘉謨,3,0.57735027,0.50000000,3.89189043
員半千,3,0.57735027,0.50000000,3.89189043
李琪,3,0.57735027,0.50000000,3.89189043
趙光遠,3,0.57735027,0.50000000,3.89189043
胡令能,3,0.57735027,0.50000000,3.89189043
劉斌,3,0.57735027,0.50000000,3.89189043
王感化,3,0.57735027,0.50000000,3.89189043
李家明,3,0.57735027,0.50000000,3.89189043
楊玢,3,0.57735027,0.50000000,3.89189043
王正己,3,0.57735027,0.50000000,3.89189043
王延彬,3,0.57735027,0.50000000,3.89189043
鄭鏦,3,0.57735027,0.50000000,3.89189043
唐暄,3,0.57735027,0.50000000,3.89189043
閻德隱,3,0.57735027,0.50000000,3.89189043
吉師老,3,0.57735027,0.50000000,3.89189043
韓常侍,3,0.57735027,0.50000000,3.89189043
蘇廣文,3,0.57735027,0.50000000,3.89189043
吳越失姓名人,3,0.57735027,0.50000000,3.89189043
杜偉,3,0.57735027,0.50000000,3.89189043
詹雄,3,0.57735027,0.50000000,3.89189043
符蒙,3,0.57735027,0.50000000,3.89189043
陳嶠,3,0.57735027,0.50000000,3.89189043
孫氏,3,0.57735027,0.50000000,3.89189043
張文姬,3,0.57735027,0.50000000,3.89189043
程長文,3,0.57735027,0.50000000,3.89189043
崔鶯鶯,3,0.57735027,0.50000000,3.89189043
李節度姬,3,0.57735027,0.50000000,3.89189043
崔仲容,3,0.57735027,0.50000000,3.89189043
崔公遠,3,0.57735027,0.50000000,3.89189043
葛鵶兒,3,0.57735027,0.50000000,3.89189043
廉氏,3,0.57735027,0.50000000,3.89189043
懷素,3,0.57735027,0.50000000,3.89189043
善生,3,0.57735027,0.50000000,3.89189043
知玄,3,0.57735027,0.50000000,3.89189043
元孚,3,0.57735027,0.50000000,3.89189043
神穎,3,0.57735027,0.50000000,3.89189043
卿雲,3,0.57735027,0.50000000,3.89189043
曇域,3,0.57735027,0.50000000,3.89189043
許宣平,3,0.57735027,0.50000000,3.89189043
欒清,3,0.57735027,0.50000000,3.89189043
張辭,3,0.57735027,0.50000000,3.89189043
李夢符,3,0.57735027,0.50000000,3.89189043
沈廷瑞,3,0.57735027,0.50000000,3.89189043
李浩,3,0.57735027,0.50000000,3.89189043
曲龍山仙,3,0.57735027,0.50000000,3.89189043
張雲容,3,0.57735027,0.50000000,3.89189043
卓英英,3,0.57735027,0.50000000,3.89189043
洛川仙女,3,0.57735027,0.50000000,3.89189043
織女,3,0.57735027,0.50000000,3.89189043
嵩山女,3,0.57735027,0.50000000,3.89189043
滕傳胤,3,0.57735027,0.50000000,3.89189043
虎丘山石壁鬼,3,0.57735027,0.50000000,3.89189043
甘露寺鬼,3,0.57735027,0.50000000,3.89189043
夷陵女郎,3,0.57735027,0.50000000,3.89189043
孔氏,3,0.57735027,0.50000000,3.89189043
陳宮妃嬪,3,0.57735027,0.50000000,3.89189043
韋檢亡姬,3,0.57735027,0.50000000,3.89189043
宮嬪,3,0.57735027,0.50000000,3.89189043
金車美人,3,0.57735027,0.50000000,3.89189043
張元一,3,0.57735027,0.50000000,3.89189043
權龍褒,3,0.57735027,0.50000000,3.89189043
趙彥伯,3,0.57735027,0.50000000,3.89189043
路應,3,0.57735027,0.50000000,3.89189043
清豁,3,0.57735027,0.50000000,3.89189043
徐昌圖,3,0.57735027,0.50000000,3.89189043
司馬逸客,3,0.57735027,0.50000000,3.89189043
東方虬,3,0.57735027,0.50000000,3.89189043
張紘,3,0.57735027,0.50000000,3.89189043
宋務光,3,0.57735027,0.50000000,3.89189043
韋安石,3,0.57735027,0.50000000,3.89189043
裴漼,3,0.57735027,0.50000000,3.89189043
王丘,3,0.57735027,0.50000000,3.89189043
張嘉貞,3,0.57735027,0.50000000,3.89189043
宋鼎,3,0.57735027,0.50000000,3.89189043
周瑀,3,0.57735027,0.50000000,3.89189043
徐延壽,3,0.57735027,0.50000000,3.89189043
李憕,3,0.57735027,0.50000000,3.89189043
李林甫,3,0.57735027,0.50000000,3.89189043
何元,3,0.57735027,0.50000000,3.89189043
王冷然,3,0.57735027,0.50000000,3.89189043
馬吉甫,3,0.57735027,0.50000000,3.89189043
李揆,3,0.57735027,0.50000000,3.89189043
常袞,3,0.57735027,0.50000000,3.89189043
來鵬,3,0.57735027,0.50000000,3.89189043
段義宗,3,0.57735027,0.50000000,3.89189043
錢惟治,3,0.57735027,0.50000000,3.89189043
李隆基,3,0.57735027,0.50000000,3.89189043
魏炎,3,0.57735027,0.50000000,3.89189043
李隲,3,0.57735027,0.50000000,3.89189043
小白,3,0.57735027,0.50000000,3.89189043
錢元瓘,3,0.57735027,0.50000000,3.89189043
錢弘倧,3,0.57735027,0.50000000,3.89189043
劉隱辭,3,0.57735027,0.50000000,3.89189043
楊德輝,3,0.57735027,0.50000000,3.89189043
吳資,3,0.57735027,0.50000000,3.89189043
袁吉,3,0.57735027,0.50000000,3.89189043
程太虛,3,0.57735027,0.50000000,3.89189043
慧忠,3,0.57735027,0.50000000,3.89189043
崔全素,3,0.57735027,0.50000000,3.89189043
薛晏,3,0.57735027,0.50000000,3.89189043
鮑君徽,3,0.57735027,0.50000000,3.89189043
王師閔,3,0.57735027,0.50000000,3.89189043
李惟,3,0.57735027,0.50000000,3.89189043
開成時儒,3,0.57735027,0.50000000,3.89189043
義忠,3,0.57735027,0.50000000,3.89189043
善會,3,0.57735027,0.50000000,3.89189043
僧潤,3,0.57735027,0.50000000,3.89189043
玄泰,3,0.57735027,0.50000000,3.89189043
黃台,3,0.57735027,0.50000000,3.89189043
秀登,3,0.57735027,0.50000000,3.89189043
延沼,3,0.57735027,0.50000000,3.89189043
道恒,3,0.57735027,0.50000000,3.89189043
令參,3,0.57735027,0.50000000,3.89189043
德謙,3,0.57735027,0.50000000,3.89189043
本先,3,0.57735027,0.50000000,3.89189043
錢昱,3,0.57735027,0.50000000,3.89189043
陳文亮,3,0.57735027,0.50000000,3.89189043
錢熙,3,0.57735027,0.50000000,3.89189043
朗上座,3,0.57735027,0.50000000,3.89189043
竟脫,3,0.57735027,0.50000000,3.89189043
王國華,3,0.57735027,0.50000000,3.89189043
吳翊,3,0.57735027,0.50000000,3.89189043
武涉,3,0.57735027,0.50000000,3.89189043
馮友仁,3,0.57735027,0.50000000,3.89189043
蘇癿,3,0.57735027,0.50000000,3.89189043
岑真人,3,0.57735027,0.50000000,3.89189043
李玄光,3,0.57735027,0.50000000,3.89189043
蔣維翰,3,0.57735027,0.50000000,3.89189043
肅宗皇帝,2,0.70710678,0.50000000,3.89189043
章懷太子,2,0.70710678,0.50000000,3.89189043
嗣主璟,2,0.70710678,0.50000000,3.89189043
盧從愿,2,0.70710678,0.50000000,3.89189043
王晙,2,0.70710678,0.50000000,3.89189043
崔玄童,2,0.70710678,0.50000000,3.89189043
蔣挺,2,0.70710678,0.50000000,3.89189043
郭子儀,2,0.70710678,0.50000000,3.89189043
鄭餘慶,2,0.70710678,0.50000000,3.89189043
李回,2,0.70710678,0.50000000,3.89189043
蕭倣,2,0.70710678,0.50000000,3.89189043
許孟容,2,0.70710678,0.50000000,3.89189043
陳京,2,0.70710678,0.50000000,3.89189043
歸登,2,0.70710678,0.50000000,3.89189043
劉氏雲,2,0.70710678,0.50000000,3.89189043
鄭渥,2,0.70710678,0.50000000,3.89189043
梁氏瓊,2,0.70710678,0.50000000,3.89189043
吳燭,2,0.70710678,0.50000000,3.89189043
朱光弼,2,0.70710678,0.50000000,3.89189043
韩愈,2,0.70710678,0.50000000,3.89189043
姚氏月華,2,0.70710678,0.50000000,3.89189043
劉氏媛,2,0.70710678,0.50000000,3.89189043
王沈,2,0.70710678,0.50000000,3.89189043
柯崇,2,0.70710678,0.50000000,3.89189043
鄒紹先,2,0.70710678,0.50000000,3.89189043
劉元淑,2,0.70710678,0.50000000,3.89189043
虞羽客,2,0.70710678,0.50000000,3.89189043
常理,2,0.70710678,0.50000000,3.89189043
王訓,2,0.70710678,0.50000000,3.89189043
李章,2,0.70710678,0.50000000,3.89189043
趙良器,2,0.70710678,0.50000000,3.89189043
王喬,2,0.70710678,0.50000000,3.89189043
芮挺章,2,0.70710678,0.50000000,3.89189043
王邕,2,0.70710678,0.50000000,3.89189043
王𩔪,2,0.70710678,0.50000000,3.89189043
竇冀,2,0.70710678,0.50000000,3.89189043
朱逵,2,0.70710678,0.50000000,3.89189043
李栖筠,2,0.70710678,0.50000000,3.89189043
李穆,2,0.70710678,0.50000000,3.89189043
劉太真,2,0.70710678,0.50000000,3.89189043
袁傪,2,0.70710678,0.50000000,3.89189043
崔何,2,0.70710678,0.50000000,3.89189043
王緯,2,0.70710678,0.50000000,3.89189043
令狐峘,2,0.70710678,0.50000000,3.89189043
鄭虔,2,0.70710678,0.50000000,3.89189043
蘇渙,2,0.70710678,0.50000000,3.89189043
趙居貞,2,0.70710678,0.50000000,3.89189043
李岑,2,0.70710678,0.50000000,3.89189043
蔣渙,2,0.70710678,0.50000000,3.89189043
于逖,2,0.70710678,0.50000000,3.89189043
趙徵明,2,0.70710678,0.50000000,3.89189043
崔宗之,2,0.70710678,0.50000000,3.89189043
韋元甫,2,0.70710678,0.50000000,3.89189043
張叔良,2,0.70710678,0.50000000,3.89189043
張叔卿,2,0.70710678,0.50000000,3.89189043
張衆甫,2,0.70710678,0.50000000,3.89189043
王武陵,2,0.70710678,0.50000000,3.89189043
朱宿,2,0.70710678,0.50000000,3.89189043
李竦,2,0.70710678,0.50000000,3.89189043
韓濬,2,0.70710678,0.50000000,3.89189043
張少博,2,0.70710678,0.50000000,3.89189043
王表,2,0.70710678,0.50000000,3.89189043
黎逢,2,0.70710678,0.50000000,3.89189043
吉中孚,2,0.70710678,0.50000000,3.89189043
衞象,2,0.70710678,0.50000000,3.89189043
柳郴,2,0.70710678,0.50000000,3.89189043
李子卿,2,0.70710678,0.50000000,3.89189043
鄭概,2,0.70710678,0.50000000,3.89189043
范燈,2,0.70710678,0.50000000,3.89189043
樊珣,2,0.70710678,0.50000000,3.89189043
劉蕃,2,0.70710678,0.50000000,3.89189043
陸羽,2,0.70710678,0.50000000,3.89189043
劉長川,2,0.70710678,0.50000000,3.89189043
鄭常,2,0.70710678,0.50000000,3.89189043
高崇文,2,0.70710678,0.50000000,3.89189043
羅讓,2,0.70710678,0.50000000,3.89189043
竇參,2,0.70710678,0.50000000,3.89189043
李愿,2,0.70710678,0.50000000,3.89189043
袁高,2,0.70710678,0.50000000,3.89189043
徐放,2,0.70710678,0.50000000,3.89189043
顏粲,2,0.70710678,0.50000000,3.89189043
張正元,2,0.70710678,0.50000000,3.89189043
李觀,2,0.70710678,0.50000000,3.89189043
崔樞,2,0.70710678,0.50000000,3.89189043
許康佐,2,0.70710678,0.50000000,3.89189043
潘孟陽,2,0.70710678,0.50000000,3.89189043
武少儀,2,0.70710678,0.50000000,3.89189043
姚向,2,0.70710678,0.50000000,3.89189043
溫會,2,0.70710678,0.50000000,3.89189043
李敬伯,2,0.70710678,0.50000000,3.89189043
崔立之,2,0.70710678,0.50000000,3.89189043
郭遵,2,0.70710678,0.50000000,3.89189043
