author,train_sample_count,raw_weight,clipped_weight,sample_weight
王良士,1,1.00000000,0.50000000,3.89189043
盧士政,1,1.00000000,0.50000000,3.89189043
于敖,1,1.00000000,0.50000000,3.89189043
王履貞,1,1.00000000,0.50000000,3.89189043
李絳,1,1.00000000,0.50000000,3.89189043
張嗣初,1,1.00000000,0.50000000,3.89189043
許堯佐,1,1.00000000,0.50000000,3.89189043
李君房,1,1.00000000,0.50000000,3.89189043
崔邠,1,1.00000000,0.50000000,3.89189043
賈稜,1,1.00000000,0.50000000,3.89189043
劉遵古,1,1.00000000,0.50000000,3.89189043
韋紓,1,1.00000000,0.50000000,3.89189043
樊陽源,1,1.00000000,0.50000000,3.89189043
邵偃,1,1.00000000,0.50000000,3.89189043
柳道倫,1,1.00000000,0.50000000,3.89189043
陳九流,1,1.00000000,0.50000000,3.89189043
張弘靖,1,1.00000000,0.50000000,3.89189043
韓察,1,1.00000000,0.50000000,3.89189043
崔恭,1,1.00000000,0.50000000,3.89189043
陸瀍,1,1.00000000,0.50000000,3.89189043
庾承宣,1,1.00000000,0.50000000,3.89189043
李應,1,1.00000000,0.50000000,3.89189043
高弁,1,1.00000000,0.50000000,3.89189043
李行敏,1,1.00000000,0.50000000,3.89189043
樊宗師,1,1.00000000,0.50000000,3.89189043
楊敬述進,1,1.00000000,0.50000000,3.89189043
吉中孚妻張氏,1,1.00000000,0.50000000,3.89189043
薛維翰,1,1.00000000,0.50000000,3.89189043
顏師古,1,1.00000000,0.50000000,3.89189043
杜淹,1,1.00000000,0.50000000,3.89189043
令狐德棻,1,1.00000000,0.50000000,3.89189043
封行高,1,1.00000000,0.50000000,3.89189043
褚遂良,1,1.00000000,0.50000000,3.89189043
楊續,1,1.00000000,0.50000000,3.89189043
趙中虛,1,1.00000000,0.50000000,3.89189043
楊濬,1,1.00000000,0.50000000,3.89189043
蕭德言,1,1.00000000,0.50000000,3.89189043
崔信明,1,1.00000000,0.50000000,3.89189043
蔡允恭,1,1.00000000,0.50000000,3.89189043
杜之松,1,1.00000000,0.50000000,3.89189043
朱仲晦,1,1.00000000,0.50000000,3.89189043
王宏,1,1.00000000,0.50000000,3.89189043
張文收,1,1.00000000,0.50000000,3.89189043
來濟,1,1.00000000,0.50000000,3.89189043
閻立本,1,1.00000000,0.50000000,3.89189043
張大安,1,1.00000000,0.50000000,3.89189043
郭正一,1,1.00000000,0.50000000,3.89189043
王德真,1,1.00000000,0.50000000,3.89189043
蕭楚材,1,1.00000000,0.50000000,3.89189043
薛克構,1,1.00000000,0.50000000,3.89189043
徐珩,1,1.00000000,0.50000000,3.89189043
韓思彥,1,1.00000000,0.50000000,3.89189043
魏求己,1,1.00000000,0.50000000,3.89189043
劉懷一,1,1.00000000,0.50000000,3.89189043
許天正,1,1.00000000,0.50000000,3.89189043
李福業,1,1.00000000,0.50000000,3.89189043
薛眘惑,1,1.00000000,0.50000000,3.89189043
賀敱,1,1.00000000,0.50000000,3.89189043
狄仁傑,1,1.00000000,0.50000000,3.89189043
胡杲,1,1.00000000,0.50000000,3.89189043
吉皎,1,1.00000000,0.50000000,3.89189043
劉真,1,1.00000000,0.50000000,3.89189043
鄭據,1,1.00000000,0.50000000,3.89189043
盧真,1,1.00000000,0.50000000,3.89189043
韋式,1,1.00000000,0.50000000,3.89189043
張彤,1,1.00000000,0.50000000,3.89189043
盧拱,1,1.00000000,0.50000000,3.89189043
李諒,1,1.00000000,0.50000000,3.89189043
萬彤雲,1,1.00000000,0.50000000,3.89189043
王損之,1,1.00000000,0.50000000,3.89189043
王炎,1,1.00000000,0.50000000,3.89189043
封孟紳,1,1.00000000,0.50000000,3.89189043
邵楚萇,1,1.00000000,0.50000000,3.89189043
鄭俞,1,1.00000000,0.50000000,3.89189043
吳丹,1,1.00000000,0.50000000,3.89189043
王鑑,1,1.00000000,0.50000000,3.89189043
杜元穎,1,1.00000000,0.50000000,3.89189043
胡直鈞,1,1.00000000,0.50000000,3.89189043
李君何,1,1.00000000,0.50000000,3.89189043
曹著,1,1.00000000,0.50000000,3.89189043
徐牧,1,1.00000000,0.50000000,3.89189043
獨孤良弼,1,1.00000000,0.50000000,3.89189043
裴澄,1,1.00000000,0.50000000,3.89189043
獨孤申叔,1,1.00000000,0.50000000,3.89189043
嚴公弼,1,1.00000000,0.50000000,3.89189043
嚴公貺,1,1.00000000,0.50000000,3.89189043
李溟,1,1.00000000,0.50000000,3.89189043
徐希仁,1,1.00000000,0.50000000,3.89189043
徐幹,1,1.00000000,0.50000000,3.89189043
薛𦀒,1,1.00000000,0.50000000,3.89189043
楊厚,1,1.00000000,0.50000000,3.89189043
鄭立之,1,1.00000000,0.50000000,3.89189043
浩虛舟,1,1.00000000,0.50000000,3.89189043
張頂,1,1.00000000,0.50000000,3.89189043
王仲舒,1,1.00000000,0.50000000,3.89189043
孫革,1,1.00000000,0.50000000,3.89189043
汪萬於,1,1.00000000,0.50000000,3.89189043
李宗閔,1,1.00000000,0.50000000,3.89189043
李虞仲,1,1.00000000,0.50000000,3.89189043
封敖,1,1.00000000,0.50000000,3.89189043
馬植,1,1.00000000,0.50000000,3.89189043
崔公信,1,1.00000000,0.50000000,3.89189043
陳至,1,1.00000000,0.50000000,3.89189043
盧鈞,1,1.00000000,0.50000000,3.89189043
范傳質,1,1.00000000,0.50000000,3.89189043
賈謩,1,1.00000000,0.50000000,3.89189043
陳彥博,1,1.00000000,0.50000000,3.89189043
唐扶,1,1.00000000,0.50000000,3.89189043
陶雍,1,1.00000000,0.50000000,3.89189043
王質,1,1.00000000,0.50000000,3.89189043
高銖,1,1.00000000,0.50000000,3.89189043
皇甫曙,1,1.00000000,0.50000000,3.89189043
潘存實,1,1.00000000,0.50000000,3.89189043
王季則,1,1.00000000,0.50000000,3.89189043
紀元臯,1,1.00000000,0.50000000,3.89189043
吳晃,1,1.00000000,0.50000000,3.89189043
劉軻,1,1.00000000,0.50000000,3.89189043
蕭建,1,1.00000000,0.50000000,3.89189043
張復,1,1.00000000,0.50000000,3.89189043
崔郊,1,1.00000000,0.50000000,3.89189043
劉魯風,1,1.00000000,0.50000000,3.89189043
梁鉉,1,1.00000000,0.50000000,3.89189043
李虞,1,1.00000000,0.50000000,3.89189043
劉三復,1,1.00000000,0.50000000,3.89189043
趙存約,1,1.00000000,0.50000000,3.89189043
李甘,1,1.00000000,0.50000000,3.89189043
長孫翱,1,1.00000000,0.50000000,3.89189043
盧求,1,1.00000000,0.50000000,3.89189043
王彥威,1,1.00000000,0.50000000,3.89189043
庾敬休,1,1.00000000,0.50000000,3.89189043
許玫,1,1.00000000,0.50000000,3.89189043
李章武,1,1.00000000,0.50000000,3.89189043
鍾輅,1,1.00000000,0.50000000,3.89189043
裴思謙,1,1.00000000,0.50000000,3.89189043
李損之,1,1.00000000,0.50000000,3.89189043
張元宗,1,1.00000000,0.50000000,3.89189043
許瀍,1,1.00000000,0.50000000,3.89189043
楊鴻,1,1.00000000,0.50000000,3.89189043
崔元略,1,1.00000000,0.50000000,3.89189043
崔滌,1,1.00000000,0.50000000,3.89189043
邵大震,1,1.00000000,0.50000000,3.89189043
田遊巖,1,1.00000000,0.50000000,3.89189043
李夔,1,1.00000000,0.50000000,3.89189043
邵昇,1,1.00000000,0.50000000,3.89189043
唐遠悊,1,1.00000000,0.50000000,3.89189043
席元明,1,1.00000000,0.50000000,3.89189043
周彥昭,1,1.00000000,0.50000000,3.89189043
王茂時,1,1.00000000,0.50000000,3.89189043
徐皓,1,1.00000000,0.50000000,3.89189043
長孫正隱,1,1.00000000,0.50000000,3.89189043
高紹,1,1.00000000,0.50000000,3.89189043
邢羣,1,1.00000000,0.50000000,3.89189043
嚴惲,1,1.00000000,0.50000000,3.89189043
彭蟾,1,1.00000000,0.50000000,3.89189043
王樞,1,1.00000000,0.50000000,3.89189043
錢可復,1,1.00000000,0.50000000,3.89189043
張鷺,1,1.00000000,0.50000000,3.89189043
劉莊物,1,1.00000000,0.50000000,3.89189043
薛宜僚,1,1.00000000,0.50000000,3.89189043
郭圓,1,1.00000000,0.50000000,3.89189043
丁稜,1,1.00000000,0.50000000,3.89189043
高退之,1,1.00000000,0.50000000,3.89189043
孟球,1,1.00000000,0.50000000,3.89189043
裴翻,1,1.00000000,0.50000000,3.89189043
樊驤,1,1.00000000,0.50000000,3.89189043
崔軒,1,1.00000000,0.50000000,3.89189043
張道符,1,1.00000000,0.50000000,3.89189043
丘上卿,1,1.00000000,0.50000000,3.89189043
李潛,1,1.00000000,0.50000000,3.89189043
孟守,1,1.00000000,0.50000000,3.89189043
唐思言,1,1.00000000,0.50000000,3.89189043
金厚載,1,1.00000000,0.50000000,3.89189043
易重,1,1.00000000,0.50000000,3.89189043
盧嗣立,1,1.00000000,0.50000000,3.89189043
張良器,1,1.00000000,0.50000000,3.89189043
潘唐,1,1.00000000,0.50000000,3.89189043
令狐綯,1,1.00000000,0.50000000,3.89189043
魏謩,1,1.00000000,0.50000000,3.89189043
李景讓,1,1.00000000,0.50000000,3.89189043
劉臯,1,1.00000000,0.50000000,3.89189043
李質,1,1.00000000,0.50000000,3.89189043
南卓,1,1.00000000,0.50000000,3.89189043
崔元範,1,1.00000000,0.50000000,3.89189043
李明遠,1,1.00000000,0.50000000,3.89189043
蕭縝,1,1.00000000,0.50000000,3.89189043
盧順之,1,1.00000000,0.50000000,3.89189043
李續,1,1.00000000,0.50000000,3.89189043
李汶濡,1,1.00000000,0.50000000,3.89189043
田章,1,1.00000000,0.50000000,3.89189043
薛蒙,1,1.00000000,0.50000000,3.89189043
李鄴,1,1.00000000,0.50000000,3.89189043
于瓌,1,1.00000000,0.50000000,3.89189043
劉暌,1,1.00000000,0.50000000,3.89189043
李渥,1,1.00000000,0.50000000,3.89189043
劉璐,1,1.00000000,0.50000000,3.89189043
盧栯,1,1.00000000,0.50000000,3.89189043
李體仁,1,1.00000000,0.50000000,3.89189043
王傳,1,1.00000000,0.50000000,3.89189043
盧鄴,1,1.00000000,0.50000000,3.89189043
陸肱,1,1.00000000,0.50000000,3.89189043
郭夔,1,1.00000000,0.50000000,3.89189043
柳珪,1,1.00000000,0.50000000,3.89189043
高湘,1,1.00000000,0.50000000,3.89189043
崔安潛,1,1.00000000,0.50000000,3.89189043
劉損,1,1.00000000,0.50000000,3.89189043
陳琡,1,1.00000000,0.50000000,3.89189043
張叢,1,1.00000000,0.50000000,3.89189043
馮衮,1,1.00000000,0.50000000,3.89189043
牛徵,1,1.00000000,0.50000000,3.89189043
伊璠,1,1.00000000,0.50000000,3.89189043
韋承貽,1,1.00000000,0.50000000,3.89189043
鄭洪業,1,1.00000000,0.50000000,3.89189043
孫緯,1,1.00000000,0.50000000,3.89189043
裴澈,1,1.00000000,0.50000000,3.89189043
武瓘,1,1.00000000,0.50000000,3.89189043
王鐐,1,1.00000000,0.50000000,3.89189043
李拯,1,1.00000000,0.50000000,3.89189043
顧封人,1,1.00000000,0.50000000,3.89189043
司馬都,1,1.00000000,0.50000000,3.89189043
孫蜀,1,1.00000000,0.50000000,3.89189043
陳黯,1,1.00000000,0.50000000,3.89189043
崔璐,1,1.00000000,0.50000000,3.89189043
羊昭業,1,1.00000000,0.50000000,3.89189043
許三畏,1,1.00000000,0.50000000,3.89189043
鄭合,1,1.00000000,0.50000000,3.89189043
李搏,1,1.00000000,0.50000000,3.89189043
程賀,1,1.00000000,0.50000000,3.89189043
盧尚卿,1,1.00000000,0.50000000,3.89189043
李嶼,1,1.00000000,0.50000000,3.89189043
韓儀,1,1.00000000,0.50000000,3.89189043
姚巖傑,1,1.00000000,0.50000000,3.89189043
陸扆,1,1.00000000,0.50000000,3.89189043
狄歸昌,1,1.00000000,0.50000000,3.89189043
汪極,1,1.00000000,0.50000000,3.89189043
林嵩,1,1.00000000,0.50000000,3.89189043
陳乘,1,1.00000000,0.50000000,3.89189043
高嶠,1,1.00000000,0.50000000,3.89189043
史俊,1,1.00000000,0.50000000,3.89189043
喬侃,1,1.00000000,0.50000000,3.89189043
崔日知,1,1.00000000,0.50000000,3.89189043
鄭善玉,1,1.00000000,0.50000000,3.89189043
丘悅,1,1.00000000,0.50000000,3.89189043
裴皞,1,1.00000000,0.50000000,3.89189043
王希羽,1,1.00000000,0.50000000,3.89189043
劉崇魯,1,1.00000000,0.50000000,3.89189043
孫定,1,1.00000000,0.50000000,3.89189043
薛凖,1,1.00000000,0.50000000,3.89189043
李旭,1,1.00000000,0.50000000,3.89189043
崔庸,1,1.00000000,0.50000000,3.89189043
胡駢,1,1.00000000,0.50000000,3.89189043
劉畋,1,1.00000000,0.50000000,3.89189043
陸貞洞,1,1.00000000,0.50000000,3.89189043
劉谷,1,1.00000000,0.50000000,3.89189043
王祝,1,1.00000000,0.50000000,3.89189043
王滌,1,1.00000000,0.50000000,3.89189043
韋冰,1,1.00000000,0.50000000,3.89189043
李縞,1,1.00000000,0.50000000,3.89189043
張綺,1,1.00000000,0.50000000,3.89189043
高衢,1,1.00000000,0.50000000,3.89189043
嚴郾,1,1.00000000,0.50000000,3.89189043
張逈,1,1.00000000,0.50000000,3.89189043
伍唐珪,1,1.00000000,0.50000000,3.89189043
周鏞,1,1.00000000,0.50000000,3.89189043
荆浩,1,1.00000000,0.50000000,3.89189043
杜常,1,1.00000000,0.50000000,3.89189043
王越賓,1,1.00000000,0.50000000,3.89189043
王良會,1,1.00000000,0.50000000,3.89189043
趙叔達,1,1.00000000,0.50000000,3.89189043
朝衡,1,1.00000000,0.50000000,3.89189043
長屋,1,1.00000000,0.50000000,3.89189043
李贊華,1,1.00000000,0.50000000,3.89189043
成輔端,1,1.00000000,0.50000000,3.89189043
張隱,1,1.00000000,0.50000000,3.89189043
朱元,1,1.00000000,0.50000000,3.89189043
李密,1,1.00000000,0.50000000,3.89189043
鄭頲,1,1.00000000,0.50000000,3.89189043
羅紹威,1,1.00000000,0.50000000,3.89189043
李京,1,1.00000000,0.50000000,3.89189043
王易簡,1,1.00000000,0.50000000,3.89189043
朱褒,1,1.00000000,0.50000000,3.89189043
盧文紀,1,1.00000000,0.50000000,3.89189043
崔居儉,1,1.00000000,0.50000000,3.89189043
熊皦,1,1.00000000,0.50000000,3.89189043
趙延壽,1,1.00000000,0.50000000,3.89189043
高輦,1,1.00000000,0.50000000,3.89189043
韓昭裔,1,1.00000000,0.50000000,3.89189043
張仁溥,1,1.00000000,0.50000000,3.89189043
李瀚,1,1.00000000,0.50000000,3.89189043
楊昭儉,1,1.00000000,0.50000000,3.89189043
韋遵,1,1.00000000,0.50000000,3.89189043
李徵古,1,1.00000000,0.50000000,3.89189043
韋鼎,1,1.00000000,0.50000000,3.89189043
陳貺,1,1.00000000,0.50000000,3.89189043
馬彧,1,1.00000000,0.50000000,3.89189043
韓定辭,1,1.00000000,0.50000000,3.89189043
何昌齡,1,1.00000000,0.50000000,3.89189043
李羽,1,1.00000000,0.50000000,3.89189043
梁藻,1,1.00000000,0.50000000,3.89189043
陳沆,1,1.00000000,0.50000000,3.89189043
李詢,1,1.00000000,0.50000000,3.89189043
韓垂,1,1.00000000,0.50000000,3.89189043
蕭彧,1,1.00000000,0.50000000,3.89189043
孫峴,1,1.00000000,0.50000000,3.89189043
謝仲宣,1,1.00000000,0.50000000,3.89189043
王沂,1,1.00000000,0.50000000,3.89189043
周庠,1,1.00000000,0.50000000,3.89189043
張格,1,1.00000000,0.50000000,3.89189043
王鍇,1,1.00000000,0.50000000,3.89189043
李浩弼,1,1.00000000,0.50000000,3.89189043
楊鼎夫,1,1.00000000,0.50000000,3.89189043
劉義度,1,1.00000000,0.50000000,3.89189043
劉羲叟,1,1.00000000,0.50000000,3.89189043
丁元和,1,1.00000000,0.50000000,3.89189043
張立,1,1.00000000,0.50000000,3.89189043
張觀,1,1.00000000,0.50000000,3.89189043
劉章,1,1.00000000,0.50000000,3.89189043
杜建徽,1,1.00000000,0.50000000,3.89189043
沈韜文,1,1.00000000,0.50000000,3.89189043
夏鴻,1,1.00000000,0.50000000,3.89189043
劉山甫,1,1.00000000,0.50000000,3.89189043
顏仁郁,1,1.00000000,0.50000000,3.89189043
何象,1,1.00000000,0.50000000,3.89189043
張震,1,1.00000000,0.50000000,3.89189043
武翊黃,1,1.00000000,0.50000000,3.89189043
李曜,1,1.00000000,0.50000000,3.89189043
吳圓,1,1.00000000,0.50000000,3.89189043
陸弘休,1,1.00000000,0.50000000,3.89189043
油蔚,1,1.00000000,0.50000000,3.89189043
金昌緒,1,1.00000000,0.50000000,3.89189043
劉戩,1,1.00000000,0.50000000,3.89189043
楊齊哲,1,1.00000000,0.50000000,3.89189043
張修之,1,1.00000000,0.50000000,3.89189043
符子珪,1,1.00000000,0.50000000,3.89189043
李何,1,1.00000000,0.50000000,3.89189043
李習,1,1.00000000,0.50000000,3.89189043
顏舒,1,1.00000000,0.50000000,3.89189043
朱絳,1,1.00000000,0.50000000,3.89189043
徐璧,1,1.00000000,0.50000000,3.89189043
陳述,1,1.00000000,0.50000000,3.89189043
謝陶,1,1.00000000,0.50000000,3.89189043
何贊,1,1.00000000,0.50000000,3.89189043
解彥融,1,1.00000000,0.50000000,3.89189043
李韶,1,1.00000000,0.50000000,3.89189043
韋鵬翼,1,1.00000000,0.50000000,3.89189043
安鴻漸,1,1.00000000,0.50000000,3.89189043
李延陵,1,1.00000000,0.50000000,3.89189043
秦尚運,1,1.00000000,0.50000000,3.89189043
張仲謀,1,1.00000000,0.50000000,3.89189043
殷陶,1,1.00000000,0.50000000,3.89189043
羅炯,1,1.00000000,0.50000000,3.89189043
韓雄,1,1.00000000,0.50000000,3.89189043
苗仲方,1,1.00000000,0.50000000,3.89189043
陳嶰,1,1.00000000,0.50000000,3.89189043
張起,1,1.00000000,0.50000000,3.89189043
王邵,1,1.00000000,0.50000000,3.89189043
嚴郭,1,1.00000000,0.50000000,3.89189043
張子明,1,1.00000000,0.50000000,3.89189043
潘圖,1,1.00000000,0.50000000,3.89189043
李逸,1,1.00000000,0.50000000,3.89189043
沈麟,1,1.00000000,0.50000000,3.89189043
安鳳,1,1.00000000,0.50000000,3.89189043
李倫,1,1.00000000,0.50000000,3.89189043
盧子發,1,1.00000000,0.50000000,3.89189043
王夢周,1,1.00000000,0.50000000,3.89189043
孫咸,1,1.00000000,0.50000000,3.89189043
韋道遜,1,1.00000000,0.50000000,3.89189043
王言史,1,1.00000000,0.50000000,3.89189043
戴休珽,1,1.00000000,0.50000000,3.89189043
盧鉟,1,1.00000000,0.50000000,3.89189043
趙起,1,1.00000000,0.50000000,3.89189043
慕容韋,1,1.00000000,0.50000000,3.89189043
歐陽賓,1,1.00000000,0.50000000,3.89189043
何敬,1,1.00000000,0.50000000,3.89189043
楊彝,1,1.00000000,0.50000000,3.89189043
裴瑤,1,1.00000000,0.50000000,3.89189043
鄭玉,1,1.00000000,0.50000000,3.89189043
麻溫其,1,1.00000000,0.50000000,3.89189043
韋鎰,1,1.00000000,0.50000000,3.89189043
謝太虛,1,1.00000000,0.50000000,3.89189043
周岳秀,1,1.00000000,0.50000000,3.89189043
蕭意,1,1.00000000,0.50000000,3.89189043
徐之才,1,1.00000000,0.50000000,3.89189043
潘求仁,1,1.00000000,0.50000000,3.89189043
冷朝光,1,1.00000000,0.50000000,3.89189043
沈祖仙,1,1.00000000,0.50000000,3.89189043
荆叔,1,1.00000000,0.50000000,3.89189043
元凜,1,1.00000000,0.50000000,3.89189043
張侹,1,1.00000000,0.50000000,3.89189043
方澤,1,1.00000000,0.50000000,3.89189043
李伉,1,1.00000000,0.50000000,3.89189043
趙防,1,1.00000000,0.50000000,3.89189043
劉廓,1,1.00000000,0.50000000,3.89189043
姚偓,1,1.00000000,0.50000000,3.89189043
李建樞,1,1.00000000,0.50000000,3.89189043
謝邈,1,1.00000000,0.50000000,3.89189043
方棫,1,1.00000000,0.50000000,3.89189043
盧羣玉,1,1.00000000,0.50000000,3.89189043
趙湘,1,1.00000000,0.50000000,3.89189043
楊持,1,1.00000000,0.50000000,3.89189043
徐介,1,1.00000000,0.50000000,3.89189043
馮道之,1,1.00000000,0.50000000,3.89189043
徐謙,1,1.00000000,0.50000000,3.89189043
魏兼恕,1,1.00000000,0.50000000,3.89189043
熊曜,1,1.00000000,0.50000000,3.89189043
鄭縉,1,1.00000000,0.50000000,3.89189043
陳凝,1,1.00000000,0.50000000,3.89189043
鄭嚴,1,1.00000000,0.50000000,3.89189043
衛光一,1,1.00000000,0.50000000,3.89189043
林璠,1,1.00000000,0.50000000,3.89189043
邢象玉,1,1.00000000,0.50000000,3.89189043
徐玄之,1,1.00000000,0.50000000,3.89189043
張南容,1,1.00000000,0.50000000,3.89189043
林琨,1,1.00000000,0.50000000,3.89189043
鄭德玄,1,1.00000000,0.50000000,3.89189043
張軫,1,1.00000000,0.50000000,3.89189043
賈宗,1,1.00000000,0.50000000,3.89189043
朱晦,1,1.00000000,0.50000000,3.89189043
林珝,1,1.00000000,0.50000000,3.89189043
衛葉,1,1.00000000,0.50000000,3.89189043
李季華,1,1.00000000,0.50000000,3.89189043
王玄,1,1.00000000,0.50000000,3.89189043
魏巒,1,1.00000000,0.50000000,3.89189043
令狐挺,1,1.00000000,0.50000000,3.89189043
夏侯子雲,1,1.00000000,0.50000000,3.89189043
方愚,1,1.00000000,0.50000000,3.89189043
潘雍,1,1.00000000,0.50000000,3.89189043
梁陟,1,1.00000000,0.50000000,3.89189043
朱延,1,1.00000000,0.50000000,3.89189043
寇埴,1,1.00000000,0.50000000,3.89189043
馮渚,1,1.00000000,0.50000000,3.89189043
王約,1,1.00000000,0.50000000,3.89189043
郭求,1,1.00000000,0.50000000,3.89189043
鄭師貞,1,1.00000000,0.50000000,3.89189043
柴宿,1,1.00000000,0.50000000,3.89189043
陶拱,1,1.00000000,0.50000000,3.89189043
劉𤤺,1,1.00000000,0.50000000,3.89189043
朱華,1,1.00000000,0.50000000,3.89189043
戴察,1,1.00000000,0.50000000,3.89189043
孫顧,1,1.00000000,0.50000000,3.89189043
陳璀,1,1.00000000,0.50000000,3.89189043
裴杞,1,1.00000000,0.50000000,3.89189043
陳祜,1,1.00000000,0.50000000,3.89189043
吳秘,1,1.00000000,0.50000000,3.89189043
張復元,1,1.00000000,0.50000000,3.89189043
鄧倚,1,1.00000000,0.50000000,3.89189043
殷琮,1,1.00000000,0.50000000,3.89189043
朱延齡,1,1.00000000,0.50000000,3.89189043
鄭蕡,1,1.00000000,0.50000000,3.89189043
杜周士,1,1.00000000,0.50000000,3.89189043
樂伸,1,1.00000000,0.50000000,3.89189043
紇干諷,1,1.00000000,0.50000000,3.89189043
朱休,1,1.00000000,0.50000000,3.89189043
成㟧,1,1.00000000,0.50000000,3.89189043
夏侯楚,1,1.00000000,0.50000000,3.89189043
胡權,1,1.00000000,0.50000000,3.89189043
郭邕,1,1.00000000,0.50000000,3.89189043
張欽敬,1,1.00000000,0.50000000,3.89189043
叔孫玄觀,1,1.00000000,0.50000000,3.89189043
南巨川,1,1.00000000,0.50000000,3.89189043
丁居晦,1,1.00000000,0.50000000,3.89189043
康翊仁,1,1.00000000,0.50000000,3.89189043
陳中師,1,1.00000000,0.50000000,3.89189043
管雄甫,1,1.00000000,0.50000000,3.89189043
呂價,1,1.00000000,0.50000000,3.89189043
羅泰,1,1.00000000,0.50000000,3.89189043
李勳,1,1.00000000,0.50000000,3.89189043
徐元鼎,1,1.00000000,0.50000000,3.89189043
呂炅,1,1.00000000,0.50000000,3.89189043
劉公興,1,1.00000000,0.50000000,3.89189043
王卓,1,1.00000000,0.50000000,3.89189043
石倚,1,1.00000000,0.50000000,3.89189043
葉元良,1,1.00000000,0.50000000,3.89189043
裴大章,1,1.00000000,0.50000000,3.89189043
吳叔達,1,1.00000000,0.50000000,3.89189043
孟翺,1,1.00000000,0.50000000,3.89189043
鄭昉,1,1.00000000,0.50000000,3.89189043
袁求賢,1,1.00000000,0.50000000,3.89189043
孟匡明,1,1.00000000,0.50000000,3.89189043
李子昂,1,1.00000000,0.50000000,3.89189043
員南溟,1,1.00000000,0.50000000,3.89189043
李胄,1,1.00000000,0.50000000,3.89189043
鄭述誠,1,1.00000000,0.50000000,3.89189043
宋迪,1,1.00000000,0.50000000,3.89189043
万俟造,1,1.00000000,0.50000000,3.89189043
錢衆仲,1,1.00000000,0.50000000,3.89189043
張公乂,1,1.00000000,0.50000000,3.89189043
王若嵒,1,1.00000000,0.50000000,3.89189043
徐仁嗣,1,1.00000000,0.50000000,3.89189043
盧征,1,1.00000000,0.50000000,3.89189043
顧偉,1,1.00000000,0.50000000,3.89189043
沈鵬,1,1.00000000,0.50000000,3.89189043
薛少殷,1,1.00000000,0.50000000,3.89189043
鄭僕射,1,1.00000000,0.50000000,3.89189043
梁補闕,1,1.00000000,0.50000000,3.89189043
盧尚書,1,1.00000000,0.50000000,3.89189043
任生,1,1.00000000,0.50000000,3.89189043
繆氏子,1,1.00000000,0.50000000,3.89189043
京兆韋氏子,1,1.00000000,0.50000000,3.89189043
景龍文館學士,1,1.00000000,0.50000000,3.89189043
天寶時人,1,1.00000000,0.50000000,3.89189043
洪州將軍,1,1.00000000,0.50000000,3.89189043
元和舉子,1,1.00000000,0.50000000,3.89189043
懿宗朝舉子,1,1.00000000,0.50000000,3.89189043
白衫舉子,1,1.00000000,0.50000000,3.89189043
唐末朝士,1,1.00000000,0.50000000,3.89189043
太上隱君,1,1.00000000,0.50000000,3.89189043
黃山隱,1,1.00000000,0.50000000,3.89189043
婺州山中人,1,1.00000000,0.50000000,3.89189043
崔公佐客,1,1.00000000,0.50000000,3.89189043
吏部選人,1,1.00000000,0.50000000,3.89189043
建業卜者,1,1.00000000,0.50000000,3.89189043
天嶠遊人,1,1.00000000,0.50000000,3.89189043
衡州舟子,1,1.00000000,0.50000000,3.89189043
終南山翁,1,1.00000000,0.50000000,3.89189043
李景儉,1,1.00000000,0.50000000,3.89189043
安守範,1,1.00000000,0.50000000,3.89189043
李日知,1,1.00000000,0.50000000,3.89189043
趙仁奬,1,1.00000000,0.50000000,3.89189043
郭廷謂,1,1.00000000,0.50000000,3.89189043
韋青,1,1.00000000,0.50000000,3.89189043
尉遲匡,1,1.00000000,0.50000000,3.89189043
何涓,1,1.00000000,0.50000000,3.89189043
申堂構,1,1.00000000,0.50000000,3.89189043
周愿,1,1.00000000,0.50000000,3.89189043
苐五琦,1,1.00000000,0.50000000,3.89189043
顏允南,1,1.00000000,0.50000000,3.89189043
季廣琛,1,1.00000000,0.50000000,3.89189043
衛準,1,1.00000000,0.50000000,3.89189043
杜鴻漸,1,1.00000000,0.50000000,3.89189043
李摯,1,1.00000000,0.50000000,3.89189043
韓泰,1,1.00000000,0.50000000,3.89189043
盧幷,1,1.00000000,0.50000000,3.89189043
劉敬之,1,1.00000000,0.50000000,3.89189043
高元裕,1,1.00000000,0.50000000,3.89189043
韋澳,1,1.00000000,0.50000000,3.89189043
王龜,1,1.00000000,0.50000000,3.89189043
李郁,1,1.00000000,0.50000000,3.89189043
李蔚,1,1.00000000,0.50000000,3.89189043
王枳,1,1.00000000,0.50000000,3.89189043
吳靄,1,1.00000000,0.50000000,3.89189043
陳詠,1,1.00000000,0.50000000,3.89189043
蔣密,1,1.00000000,0.50000000,3.89189043
史虛白,1,1.00000000,0.50000000,3.89189043
夏寶松,1,1.00000000,0.50000000,3.89189043
趙慶,1,1.00000000,0.50000000,3.89189043
潘天錫,1,1.00000000,0.50000000,3.89189043
朱勰,1,1.00000000,0.50000000,3.89189043
齊鎬,1,1.00000000,0.50000000,3.89189043
高元矩,1,1.00000000,0.50000000,3.89189043
趙休,1,1.00000000,0.50000000,3.89189043
庸仁傑,1,1.00000000,0.50000000,3.89189043
邵拙,1,1.00000000,0.50000000,3.89189043
毛炳,1,1.00000000,0.50000000,3.89189043
陳甫,1,1.00000000,0.50000000,3.89189043
